Year,Storm,Province,Houses destroyed,Houses damaged,Total Houses
2025,Nando,Abra,0.0,3.0,3.0
2025,Nando,Antique,0.0,1.0,1.0
2025,Nando,Apayao,0.0,0.0,0.0
2025,Nando,Aurora,0.0,7.0,7.0
2025,Nando,Bataan,0.0,0.0,0.0
2025,Nando,Batanes,0.0,0.0,0.0
2025,Nando,Batangas,1.0,2.0,3.0
2025,Nando,Benguet,1.0,1.0,2.0
2025,Nando,Bulacan,0.0,1.0,1.0
2025,Nando,Cagayan,0.0,0.0,0.0
2025,Nando,Camarines Sur,0.0,0.0,0.0
2025,Nando,Capiz,1.0,0.0,1.0
2025,Nando,Catanduanes,0.0,0.0,0.0
2025,Nando,Cavite,0.0,0.0,0.0
2025,Nando,Ifugao,0.0,1.0,1.0
2025,Nando,Ilocos Norte,3.0,13.0,16.0
2025,Nando,Ilocos Sur,1.0,16.0,17.0
2025,Nando,Iloilo,5.0,20.0,25.0
2025,Nando,Isabela,0.0,0.0,0.0
2025,Nando,Kalinga,0.0,4.0,4.0
2025,Nando,La Union,0.0,27.0,27.0
2025,Nando,Maguindanao del Norte,0.0,0.0,0.0
2025,Nando,Maguindanao del Sur,0.0,0.0,0.0
2025,Nando,Nueva Ecija,0.0,0.0,0.0
2025,Nando,Nueva Vizcaya,0.0,0.0,0.0
2025,Nando,Occidental Mindoro,0.0,0.0,0.0
2025,Nando,Palawan,0.0,0.0,0.0
2025,Nando,Pampanga,0.0,0.0,0.0
2025,Nando,Pangasinan,0.0,0.0,0.0
2025,Nando,Quezon,0.0,0.0,0.0
2025,Nando,Quirino,0.0,0.0,0.0
2025,Nando,Rizal,0.0,0.0,0.0
2025,Nando,Romblon,0.0,0.0,0.0
2025,Nando,Tarlac,0.0,0.0,0.0
2025,Nando,Zambales,0.0,0.0,0.0
2025,Nando,Zamboanga del Sur,1.0,3.0,4.0
